"tier";"championName";"championId";"teamPosition";"match_cnt";"win_cnt";"ban_cnt";"pick_cnt";"win_rate";"ban_rate";"pick_rate";"av_kda";"most_priperk1";"most_priperk2";"most_priperk3";"most_priperk4";"most_pristyle";"most_subperk1";"most_subperk2";"most_substyle";"abil_def";"abil_fle";"abil_off";"spell1_1";"spell1_2";"spell1_cnt";"spell1_rate";"spell1_win";"spell2_1";"spell2_2";"spell2_cnt";"spell2_rate";"spell2_win";"skill_build1";"skill_build2";"skill_build3";"skill_cnt";"skill_rate";"skill_win";"item_set1_1";"item_set1_2";"item_set1_3";"item_set1_4";"item_set1_5";"item_set1_6";"item_set1_7";"item_set1_8";"item_set1_cnt";"item_set1_rate";"item_set1_win";"item_set2_1";"item_set2_2";"item_set2_3";"item_set2_4";"item_set2_5";"item_set2_6";"item_set2_7";"item_set2_8";"item_set2_cnt";"item_set2_rate";"item_set2_win";"shoes1";"shoes1_cnt";"shoes1_rate";"shoes1_win";"shoes2";"shoes2_cnt";"shoes2_rate";"shoes2_win";"core1_1";"core1_2";"core1_3";"core1_4";"core1_5";"core1_6";"core1_cnt";"core1_rate";"core1_win";"core2_1";"core2_2";"core2_3";"core2_4";"core2_5";"core2_6";"core2_cnt";"core2_rate";"core2_win";"core3_1";"core3_2";"core3_3";"core3_4";"core3_5";"core3_6";"core3_cnt";"core3_rate";"core3_win"
"pla";"Singed";"";"";579;15;0;27;0.5556;0.0;0.0466;3.12;"8010";"9111";"9105";"8299";"8000";"8010";"9111";"8200";"5002";"5008";"5008";"32";"4";15;0.56;0.6;"6";"4";"4";"0.15";"0.5";"1";"3";"2";20;0.74;0.6;"3803";"2003";"2003";"";"";"";"";"";6;0.22;0.67;"3802";"1001";"";"";"";"";"";"";5;0.19;0.4;"3111";12;0.44;0.67;"3009";8;0.3;0.38;"6665";"3116";"4401";"3742";"";"";"2";0.07;0.5;"6657";"3119";"3742";"4401";"3116";"";"1";0.04;1.0;"6657";"3116";"3003";"4401";"3742";"";"1";0.04;1.0
"pla";"Ziggs";"";"";579;23;0;39;0.5897;0.0;0.0674;4.53;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"13";"4";12;0.31;0.58;"4";"13";"8";"0.21";"0.5";"1";"3";"2";27;0.69;0.63;"3802";"1001";"";"";"";"";"";"";27;0.69;0.56;"3802";"";"";"";"";"";"";"";3;0.08;0.67;"3020";31;0.79;0.58;"3158";3;0.08;0.67;"6653";"4637";"3089";"";"";"";"3";0.08;1.0;"6653";"4645";"3165";"";"";"";"2";0.05;0.5;"6653";"4637";"3165";"";"";"";"2";0.05;1.0
"pla";"Taliyah";"";"";579;16;0;31;0.5161;0.0;0.0535;4.3;"8128";"8126";"8138";"8135";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"6";"4";17;0.55;0.47;"4";"6";"8";"0.26";"0.62";"1";"3";"2";23;0.74;0.52;"3802";"1001";"";"";"";"";"";"";26;0.84;0.5;"3802";"2031";"";"";"";"";"";"";2;0.06;1.0;"3020";28;0.9;0.46;"3158";3;0.1;1.0;"6655";"4645";"3089";"";"";"";"4";0.13;0.25;"6655";"4645";"";"";"";"";"3";0.1;0.67;"6655";"4645";"3089";"3157";"";"";"2";0.06;0.5
"pla";"Syndra";"";"";579;18;0;40;0.45;0.0;0.0691;3.75;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"6";"4";15;0.38;0.53;"4";"6";"5";"0.12";"0.4";"1";"3";"2";28;0.7;0.39;"3802";"1001";"";"";"";"";"";"";28;0.7;0.46;"3802";"2031";"";"";"";"";"";"";4;0.1;0.0;"3020";35;0.88;0.46;"3111";1;0.03;0.0;"6655";"4645";"3089";"";"";"";"5";0.12;0.4;"6655";"4645";"";"";"";"";"4";0.1;0.75;"6655";"4645";"3089";"3135";"";"";"2";0.05;0.0
"pla";"Velkoz";"";"";579;22;0;40;0.55;0.0;0.0691;5.48;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"7";"4";12;0.3;0.58;"3";"4";"7";"0.17";"0.57";"1";"2";"3";21;0.53;0.57;"3802";"1001";"";"";"";"";"";"";30;0.75;0.57;"3802";"";"";"";"";"";"";"";3;0.07;0.33;"3020";36;0.9;0.58;"3158";1;0.03;0.0;"6653";"";"";"";"";"";"4";0.1;0.5;"6655";"4645";"3089";"";"";"";"3";0.07;1.0;"6653";"4645";"3089";"";"";"";"2";0.05;0.0
"pla";"Caitlyn";"";"";579;35;0;70;0.5;0.0;0.1209;4.26;"8008";"8009";"9103";"8014";"8000";"8008";"8009";"8100";"5002";"5008";"5005";"6";"4";21;0.3;0.43;"4";"7";"11";"0.16";"0.45";"1";"2";"3";39;0.56;0.59;"6670";"2003";"2003";"";"";"";"";"";18;0.26;0.33;"3134";"1001";"";"";"";"";"";"";12;0.17;0.5;"3006";53;0.76;0.53;"3158";9;0.13;0.44;"6691";"6676";"6696";"";"";"";"3";0.04;0.33;"3095";"3031";"3094";"3036";"";"";"3";0.04;0.67;"6691";"6676";"6696";"3004";"";"";"2";0.03;0.5
"pla";"Sona";"";"";579;10;0;23;0.4348;0.0;0.0397;4.95;"8214";"8226";"8210";"8237";"8200";"8214";"8226";"8000";"5002";"5008";"5008";"3";"4";8;0.35;0.25;"13";"4";"7";"0.3";"0.57";"1";"2";"3";12;0.52;0.58;"4642";"3070";"2003";"";"";"";"";"";9;0.39;0.67;"3802";"1001";"";"";"";"";"";"";4;0.17;0.25;"3158";16;0.7;0.5;"3020";5;0.22;0.2;"6617";"6616";"3003";"";"";"";"2";0.09;1.0;"6655";"3100";"3100";"3003";"4637";"3116";"1";0.04;1.0;"6655";"3100";"3157";"";"";"";"1";0.04;0.0
"pla";"Irelia";"";"";579;14;0;30;0.4667;0.0;0.0518;2.54;"8010";"9111";"9103";"8299";"8000";"8010";"9111";"8100";"5002";"5008";"5005";"32";"4";20;0.67;0.4;"4";"32";"7";"0.23";"0.57";"1";"3";"2";14;0.47;0.5;"1053";"1001";"2031";"";"";"";"";"";11;0.37;0.55;"1053";"1042";"2031";"";"";"";"";"";4;0.13;0.75;"3111";17;0.57;0.35;"3047";10;0.33;0.6;"3153";"6665";"3091";"6333";"";"";"3";0.1;0.67;"3153";"6665";"6333";"3091";"";"";"3";0.1;0.0;"3153";"6665";"3091";"";"";"";"3";0.1;0.67
"pla";"Xayah";"";"";579;34;0;68;0.5;0.0;0.1174;3.53;"8008";"8009";"9103";"8014";"8000";"8008";"8009";"8100";"5002";"5008";"5005";"6";"4";27;0.4;0.67;"1";"4";"12";"0.18";"0.67";"3";"2";"1";37;0.54;0.57;"6670";"2003";"2003";"";"";"";"";"";36;0.53;0.42;"6670";"";"";"";"";"";"";"";10;0.15;0.9;"3006";55;0.81;0.51;"3111";9;0.13;0.44;"6672";"6675";"3072";"";"";"";"9";0.13;0.56;"6672";"6675";"";"";"";"";"5";0.07;0.4;"6672";"6675";"3072";"6673";"";"";"2";0.03;0.0
"pla";"Rammus";"";"";579;12;0;22;0.5455;0.0;0.038;2.94;"8439";"8463";"8429";"8242";"8400";"8439";"8463";"8000";"5002";"5002";"5005";"32";"4";11;0.5;0.55;"4";"32";"8";"0.36";"0.5";"2";"3";"1";7;0.32;0.71;"3076";"1001";"1029";"";"";"";"";"";8;0.36;0.38;"3076";"1028";"2031";"";"";"";"";"";4;0.18;0.5;"3047";10;0.45;0.4;"3111";7;0.32;0.71;"3075";"6665";"8020";"";"";"";"1";0.05;1.0;"6665";"3075";"3083";"";"";"";"1";0.05;0.0;"6665";"3075";"4401";"3083";"";"";"1";0.05;1.0
"pla";"Heimerdinger";"";"";579;16;0;34;0.4706;0.0;0.0587;3.93;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"3";"4";12;0.35;0.5;"13";"4";"7";"0.21";"0.43";"1";"2";"3";21;0.62;0.48;"3802";"1001";"";"";"";"";"";"";25;0.74;0.48;"3802";"";"";"";"";"";"";"";4;0.12;0.0;"3020";28;0.82;0.5;"3158";2;0.06;1.0;"6653";"3116";"";"";"";"";"3";0.09;0.67;"6653";"3116";"4637";"";"";"";"3";0.09;1.0;"6653";"4637";"";"";"";"";"3";0.09;0.33
"pla";"Briar";"";"";579;13;0;22;0.5909;0.0;0.038;2.54;"8010";"9111";"9105";"8299";"8000";"8010";"9111";"8400";"5002";"5008";"5008";"32";"4";19;0.86;0.63;"4";"6";"1";"0.05";"0";"2";"1";"3";17;0.77;0.65;"6029";"1001";"";"";"";"";"";"";10;0.45;0.8;"3044";"1001";"";"";"";"";"";"";4;0.18;0.25;"3111";17;0.77;0.71;"3047";5;0.23;0.2;"6630";"3053";"";"";"";"";"3";0.14;0.33;"6630";"3053";"6333";"";"";"";"3";0.14;0.67;"6630";"6333";"3053";"";"";"";"1";0.05;1.0
"pla";"Morgana";"";"";579;34;0;66;0.5152;0.0;0.114;4.68;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"32";"4";37;0.56;0.41;"4";"32";"12";"0.18";"0.67";"1";"2";"3";33;0.5;0.61;"3802";"1001";"";"";"";"";"";"";53;0.8;0.55;"3108";"3070";"2003";"2003";"";"";"";"";3;0.05;0.33;"3020";52;0.79;0.54;"3158";13;0.2;0.38;"6653";"3157";"3116";"";"";"";"5";0.08;0.0;"6653";"3157";"";"";"";"";"5";0.08;0.4;"6653";"";"";"";"";"";"5";0.08;0.8
